Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
Physique-Chimie&Littératures, langues et culture de l'antiquité;Licence Histoire;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;Licence LEA;1;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;Licence Mathématiques;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;Licence Pluri Langues;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;Licence Sciences de l'information et de la communication;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;Licence Sciences et technologies industrielles;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;Licence Sciences politiques;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;Licence Sciences économiques;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;BUT Production;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;BTS agricole;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;CPGE L;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;CPGE S;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;CUPGE;0;0.0;0
Physique-Chimie&Littératures, langues et culture de l'antiquité;DCG;0;0.0;0
Physique-Chimie&Sciences économiques et sociales;Licence Electronique, Génie électrique, EEA;2;1.0;1
Physique-Chimie&Sciences économiques et sociales;Licence Géographie;29;23.0;4
Physique-Chimie&Sciences économiques et sociales;Licence Histoire;48;39.0;9
Physique-Chimie&Sciences économiques et sociales;Licence Philosophie, Epistémologie;9;7.0;0
Physique-Chimie&Sciences économiques et sociales;Licence Pluri Langues;0;0.0;0
Physique-Chimie&Sciences économiques et sociales;Licence Pluri Lettres - Langues - Sciences humaines;9;7.0;2
Physique-Chimie&Sciences économiques et sociales;Licence Pluri Sciences;20;9.0;1
Physique-Chimie&Sciences économiques et sociales;Licence Sciences et technologies industrielles;21;10.0;7
Physique-Chimie&Sciences économiques et sociales;Licence Sociologie, Démographie;145;114.0;19
Physique-Chimie&Sciences économiques et sociales;CPGE L;14;8.0;6
Physique-Chimie&Sciences économiques et sociales;Ecoles d'Ingénieurs;37;7.0;4
Physique-Chimie&Sciences économiques et sociales;Ecoles de Commerce;72;45.0;33
Physique-Chimie&Sciences économiques et sociales;D.E sanitaire;72;30.0;26
Physique-Chimie&Sciences de la vie et de la terre;Licence Histoire;1947;1423.0;249
Physique-Chimie&Sciences de la vie et de la terre;Licence Informatique;3022;317.0;73
Physique-Chimie&Sciences de la vie et de la terre;Licence LEA;1878;1444.0;301
Physique-Chimie&Sciences de la vie et de la terre;Licence MASS;257;130.0;25
Physique-Chimie&Sciences de la vie et de la terre;Licence Physique et chimie;4745;1466.0;141
Physique-Chimie&Sciences de la vie et de la terre;Licence Pluri Lettres - Langues - Sciences humaines;260;140.0;15
Physique-Chimie&Sciences de la vie et de la terre;Licence Pluri Sciences;2581;1144.0;159
Physique-Chimie&Sciences de la vie et de la terre;Licence Pluri Sciences économiques - Gestion;2081;1084.0;231
Physique-Chimie&Sciences de la vie et de la terre;Licence Sciences de l'univers, de la terre, de l'espace;7131;2093.0;272
Physique-Chimie&Sciences de la vie et de la terre;Licence Las;42231;18150.0;6097
Physique-Chimie&Sciences de la vie et de la terre;BUT Production;10668;4637.0;1708
Physique-Chimie&Sciences de la vie et de la terre;BTS production;3803;1863.0;524
Physique-Chimie&Sciences de la vie et de la terre;BTS service;7087;3006.0;812
Physique-Chimie&Sciences de la vie et de la terre;CPGE L;392;230.0;90
Physique-Chimie&Sciences de la vie et de la terre;D.E sanitaire;11340;5617.0;2664
Physique-Chimie&Sciences de la vie et de la terre;Formations d'ART;834;166.0;73
Physique-Chimie&Sciences de la vie et de la terre;CUPGE;624;138.0;19
Physique-Chimie&Sciences de la vie et de la terre;DEUST;682;286.0;46
Physique-Chimie&Sciences de la vie et de la terre;Formations des écoles nationales vétérinaires;3077;102.0;95
Physique-Chimie&Sciences de l'ingénieur;Licence Histoire;41;34.0;9
Physique-Chimie&Sciences de l'ingénieur;Licence Langues et littératures françaises;5;3.0;0
Physique-Chimie&Sciences de l'ingénieur;Licence Langues et littératures étrangères;40;26.0;8
Physique-Chimie&Sciences de l'ingénieur;Licence Pluri Lettres - Langues - Sciences humaines;4;4.0;2
Physique-Chimie&Sciences de l'ingénieur;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;3;0.0;0
Physique-Chimie&Sciences de l'ingénieur;Licence Psychlogie, Sciences cognitives;17;10.0;3
Physique-Chimie&Sciences de l'ingénieur;Licence Sociologie, Démographie;8;7.0;2
Physique-Chimie&Sciences de l'ingénieur;Licence Las;352;20.0;4
Physique-Chimie&Sciences de l'ingénieur;BTS agricole;24;14.0;6
Physique-Chimie&Sciences de l'ingénieur;BTS production;200;134.0;47
Physique-Chimie&Sciences de l'ingénieur;BTS service;119;42.0;20
Physique-Chimie&Sciences de l'ingénieur;CPGE S;105;39.0;21
Physique-Chimie&Sciences de l'ingénieur;D.E social;0;0.0;0
Physique-Chimie&Sciences de l'ingénieur;Autres formations;144;32.0;15
Sciences économiques et sociales&Littératures, langues et culture de l'antiquité;Licence Chimie;0;0.0;0
Sciences économiques et sociales&Littératures, langues et culture de l'antiquité;Licence Génie civil;0;0.0;0
Sciences économiques et sociales&Littératures, langues et culture de l'antiquité;Licence Philosophie, Epistémologie;1;1.0;0
Sciences économiques et sociales&Littératures, langues et culture de l'antiquité;Licence Physique et chimie;0;0.0;0
Sciences économiques et sociales&Littératures, langues et culture de l'antiquité;Licence Pluri Sciences économiques - Gestion;1;0.0;0
Sciences économiques et sociales&Littératures, langues et culture de l'antiquité;Licence Sciences de la vie, biologie, santé;1;0.0;0
Sciences économiques et sociales&Littératures, langues et culture de l'antiquité;Licence Sociologie, Démographie;6;4.0;2
Sciences économiques et sociales&Littératures, langues et culture de l'antiquité;Licence Las;11;0.0;0
Sciences économiques et sociales&Littératures, langues et culture de l'antiquité;BTS service;8;4.0;3
Sciences économiques et sociales&Littératures, langues et culture de l'antiquité;D.E sanitaire;2;0.0;0
Sciences économiques et sociales&Littératures, langues et culture de l'antiquité;Ensemble des candidats bacheliers;16;16.0;16
Sciences économiques et sociales&Sciences de la vie et de la terre;Licence Génie civil;14;5.0;1
Sciences économiques et sociales&Sciences de la vie et de la terre;Licence Histoire;579;446.0;78
Sciences économiques et sociales&Sciences de la vie et de la terre;Licence MASS;51;26.0;2
Sciences économiques et sociales&Sciences de la vie et de la terre;Licence Mécanique, Génie mécanique, Ingénierie mécanique;6;1.0;0
Sciences économiques et sociales&Sciences de la vie et de la terre;Licence Physique;179;10.0;2
Sciences économiques et sociales&Sciences de la vie et de la terre;Licence Pluri Droit - Sciences éco - AES;18;1.0;0
Sciences économiques et sociales&Sciences de la vie et de la terre;Licence Pluri Sciences humaines et sociales;79;24.0;8
Sciences économiques et sociales&Sciences de la vie et de la terre;Licence Psychlogie, Sciences cognitives;2691;1616.0;697
Sciences économiques et sociales&Sciences de la vie et de la terre;Licence Sciences et technologies industrielles;214;63.0;22
Sciences économiques et sociales&Sciences de la vie et de la terre;Licence Sciences religieuses;4;3.0;0
Sciences économiques et sociales&Sciences de la vie et de la terre;Licence Sociologie, Démographie;1933;1477.0;272
Sciences économiques et sociales&Sciences de la vie et de la terre;Formations d'ART;318;54.0;28
Sciences économiques et sociales&Sciences de la vie et de la terre;Autres formations;1159;380.0;149
Sciences économiques et sociales&Sciences de l'ingénieur;Licence Chimie;1;0.0;0
Sciences économiques et sociales&Sciences de l'ingénieur;Licence Langues et littératures étrangères;2;2.0;0
Sciences économiques et sociales&Sciences de l'ingénieur;Licence Pluri Sciences humaines et sociales;1;0.0;0
Sciences économiques et sociales&Sciences de l'ingénieur;Licence STAPS;19;11.0;5
Sciences économiques et sociales&Sciences de l'ingénieur;Licence Sciences de l'information et de la communication;5;3.0;1
Sciences économiques et sociales&Sciences de l'ingénieur;Licence Sciences juridiques;16;8.0;5
Sciences économiques et sociales&Sciences de l'ingénieur;Licence Sciences économiques;16;8.0;4
Sciences économiques et sociales&Sciences de l'ingénieur;BUT Production;39;18.0;12
Sciences économiques et sociales&Sciences de l'ingénieur;CPGE S;5;2.0;0
Sciences économiques et sociales&Sciences de l'ingénieur;Ecoles de Commerce;14;7.0;5
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;Licence Arts;2;1.0;1
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;Licence Chimie;0;0.0;0
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;Licence Physique et chimie;0;0.0;0
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;Licence Pluri Langues;0;0.0;0
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;Licence Sciences de l'univers, de la terre, de l'espace;2;1.0;0
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;Licence Sciences de l'éducation;0;0.0;0
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;BTS agricole;2;2.0;1
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;BTS production;1;1.0;0
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;Autres formations;3;1.0;0
Sciences de la vie et de la terre&Littératures, langues et culture de l'antiquité;Ensemble des candidats bacheliers;21;21.0;18
Sciences de l'ingénieur&Sciences de la vie et de la terre;Licence Formation générale aux métiers de l'ingénieur;22;14.0;5
Sciences de l'ingénieur&Sciences de la vie et de la terre;Licence Pluri Sciences humaines et sociales;0;0.0;0
Sciences de l'ingénieur&Sciences de la vie et de la terre;Licence Sciences de l'univers, de la terre, de l'espace;18;6.0;2
Sciences de l'ingénieur&Sciences de la vie et de la terre;Licence Sciences de l'éducation;7;2.0;0
Sciences de l'ingénieur&Sciences de la vie et de la terre;Licence Sciences politiques;2;0.0;0
Sciences de l'ingénieur&Sciences de la vie et de la terre;PASS;21;6.0;4
Sciences de l'ingénieur&Sciences de la vie et de la terre;BUT Service;23;9.0;3
Sciences de l'ingénieur&Sciences de la vie et de la terre;BTS agricole;15;12.0;7
Sciences de l'ingénieur&Sciences de la vie et de la terre;BTS production;42;21.0;6
Sciences de l'ingénieur&Sciences de la vie et de la terre;CPGE S;6;0.0;0
Sciences de l'ingénieur&Sciences de la vie et de la terre;CUPGE;0;0.0;0
Arts&Arts;Licence Electronique, Génie électrique, EEA;0;0.0;0
Arts&Arts;Licence Géographie;0;0.0;0
Arts&Arts;Licence Langues et littératures françaises;0;0.0;0
Arts&Arts;Licence Pluri Sciences économiques - Gestion;0;0.0;0
Arts&Arts;Licence Psychlogie, Sciences cognitives;0;0.0;0
Arts&Arts;Licence Sciences religieuses;0;0.0;0
Arts&Arts;Licence Sociologie, Démographie;0;0.0;0
Arts&Arts;BUT Production;1;0.0;0
Arts&Arts;Ecoles d'Ingénieurs;0;0.0;0
Arts&Arts;D.E social;0;0.0;0
Arts&Arts;Sciences Po;0;0.0;0
Arts&Humanités, Littérature et Philosophie;Licence Physique;0;0.0;0
Arts&Humanités, Littérature et Philosophie;Licence Physique et chimie;0;0.0;0
Arts&Humanités, Littérature et Philosophie;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;2;0.0;0
Arts&Humanités, Littérature et Philosophie;Licence Sociologie, Démographie;339;238.0;40
Arts&Humanités, Littérature et Philosophie;PASS;27;6.0;1
Arts&Humanités, Littérature et Philosophie;Ensemble des candidats bacheliers;3256;3078.0;2580
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Formation générale aux métiers de l'ingénieur;1;0.0;0
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Physique;1;0.0;0
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Pluri Droit - Sciences éco - AES;1;0.0;0
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Sciences de l'univers, de la terre, de l'espace;4;3.0;1
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;BTS production;103;17.0;5
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;CPGE L;221;150.0;76
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;D.E sanitaire;68;20.0;17
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Formations d'ART;757;223.0;135
Arts&Histoire,Géographie, Géopolitique, Sciences politiques;Ensemble des candidats bacheliers;2807;2668.0;2218
Arts&Littératures, langues et culture de l'antiquité;Licence Archéologie, Ethno, Préhistoire, Anthropologie;1;1.0;0
Arts&Littératures, langues et culture de l'antiquité;Licence Arts;11;8.0;4
Arts&Littératures, langues et culture de l'antiquité;Licence Formation générale aux métiers de l'ingénieur;0;0.0;0
Arts&Littératures, langues et culture de l'antiquité;Licence Histoire;9;7.0;3
Arts&Littératures, langues et culture de l'antiquité;Licence Langues et littératures françaises;7;4.0;2
Arts&Littératures, langues et culture de l'antiquité;Licence Mathématiques;0;0.0;0
Arts&Littératures, langues et culture de l'antiquité;Licence Pluri Sciences économiques - Gestion;0;0.0;0
Arts&Littératures, langues et culture de l'antiquité;Licence Sciences de l'éducation;0;0.0;0
Arts&Littératures, langues et culture de l'antiquité;Licence Sciences économiques;0;0.0;0
Arts&Littératures, langues et culture de l'antiquité;BTS agricole;1;1.0;1
Arts&Littératures, langues et culture de l'antiquité;D.E social;2;0.0;0
Arts&Littératures, langues et culture de l'antiquité;D.E sanitaire;0;0.0;0
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Histoire;889;696.0;213
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence LEA;1589;1144.0;424
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Langues et littératures françaises;1023;639.0;140
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Lettres - Sciences du langage - Arts;31;21.0;1
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Sciences humaines et sociales;14;7.0;2
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Sciences économiques - Gestion;86;30.0;8
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences de l'information et de la communication;435;200.0;68
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences de l'éducation;204;104.0;41
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Licence Las;1871;49.0;14
Arts&Langues, Littératures et Cultures Etrangères et Régionales;BTS production;205;43.0;16
Arts&Langues, Littératures et Cultures Etrangères et Régionales;CPGE S;141;18.0;7
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Ecoles de Commerce;86;32.0;21
Arts&Langues, Littératures et Cultures Etrangères et Régionales;Autres formations;884;314.0;163
Arts&Mathématiques;Licence Arts;781;609.0;223
Arts&Mathématiques;Licence Formation générale aux métiers de l'ingénieur;23;9.0;3
Arts&Mathématiques;Licence Génie civil;17;9.0;1
Arts&Mathématiques;Licence Informatique;77;42.0;16
Arts&Mathématiques;Licence Mathématiques et informatique;3;1.0;0
Arts&Mathématiques;Licence Pluri Sciences humaines et sociales;2;1.0;0
Arts&Mathématiques;Licence Sociologie, Démographie;63;47.0;5
Arts&Mathématiques;Licence Las;533;35.0;8
Arts&Mathématiques;BTS agricole;24;9.0;2
Arts&Mathématiques;Formations d'ART;753;288.0;164
Arts&Mathématiques;DCG;24;11.0;4
Arts&Numérique et Sciences Informatiques;Licence Formation générale aux métiers de l'ingénieur;14;7.0;0
Arts&Numérique et Sciences Informatiques;Licence Génie civil;0;0.0;0
Arts&Numérique et Sciences Informatiques;Licence Géographie;6;5.0;2
Arts&Numérique et Sciences Informatiques;Licence Histoire;40;31.0;5
Arts&Numérique et Sciences Informatiques;Licence Langues et littératures françaises;21;14.0;2
Arts&Numérique et Sciences Informatiques;Licence Mathématiques et informatique;0;0.0;0
Arts&Numérique et Sciences Informatiques;Licence Physique et chimie;6;0.0;0
Arts&Numérique et Sciences Informatiques;Licence Pluri Lettres - Langues - Sciences humaines;4;3.0;0
Arts&Numérique et Sciences Informatiques;Licence STAPS;16;7.0;5
Arts&Numérique et Sciences Informatiques;Licence Sciences de la vie, biologie, santé;8;1.0;1
Arts&Numérique et Sciences Informatiques;Licence Sciences du langage - Linguistique;7;5.0;0
Arts&Numérique et Sciences Informatiques;Licence Sciences juridiques;17;8.0;3
Arts&Numérique et Sciences Informatiques;Licence Las;100;9.0;2
Arts&Numérique et Sciences Informatiques;BTS agricole;8;1.0;0
Arts&Numérique et Sciences Informatiques;BTS production;48;17.0;6
Arts&Numérique et Sciences Informatiques;CPGE L;5;4.0;2
Arts&Numérique et Sciences Informatiques;Ecoles de Commerce;5;3.0;2
Arts&Numérique et Sciences Informatiques;CUPGE;1;0.0;0
Arts&Numérique et Sciences Informatiques;Formations des écoles nationales vétérinaires;0;0.0;0
Arts&Numérique et Sciences Informatiques;Ensemble des candidats bacheliers;367;313.0;241
Arts&Physique-Chimie;Licence Chimie;26;10.0;2
Arts&Physique-Chimie;Licence Electronique, Génie électrique, EEA;0;0.0;0
Arts&Physique-Chimie;Licence Géographie;20;13.0;4
Arts&Physique-Chimie;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;5;0.0;0
Arts&Physique-Chimie;Licence Psychlogie, Sciences cognitives;44;29.0;9
Arts&Physique-Chimie;Licence Sciences de l'information et de la communication;26;14.0;2
Arts&Physique-Chimie;Licence Sciences politiques;7;1.0;0
Arts&Physique-Chimie;Licence Sciences religieuses;0;0.0;0
Arts&Physique-Chimie;Licence Sociologie, Démographie;10;8.0;2
Arts&Physique-Chimie;PASS;18;5.0;1
Arts&Physique-Chimie;BTS service;212;90.0;45
Arts&Physique-Chimie;D.E social;3;1.0;0
Arts&Physique-Chimie;Formations des écoles nationales vétérinaires;2;0.0;0
Arts&Sciences économiques et sociales;Licence Chimie;1;0.0;0
Arts&Sciences économiques et sociales;Licence Informatique;12;5.0;2
Arts&Sciences économiques et sociales;Licence MASS;3;1.0;0
Arts&Sciences économiques et sociales;Licence Physique;1;0.0;0
Arts&Sciences économiques et sociales;Licence Pluri Droit - Sciences éco - AES;1;0.0;0
Arts&Sciences économiques et sociales;Licence Pluri Langues;4;4.0;1
Arts&Sciences économiques et sociales;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;4;0.0;0
Arts&Sciences économiques et sociales;Licence Pluri Sciences économiques - Gestion;298;158.0;44
Arts&Sciences économiques et sociales;Licence STAPS;125;49.0;25
Arts&Sciences économiques et sociales;Licence Sciences de l'univers, de la terre, de l'espace;0;0.0;0
Arts&Sciences économiques et sociales;Licence Sciences de la vie, biologie, santé;6;2.0;0
Arts&Sciences économiques et sociales;Licence Sciences religieuses;1;0.0;0
Arts&Sciences économiques et sociales;PASS;15;1.0;0
Arts&Sciences économiques et sociales;BUT Service;607;164.0;78
Arts&Sciences économiques et sociales;CPGE L;66;44.0;19
Arts&Sciences économiques et sociales;Ecoles d'Ingénieurs;5;0.0;0
Arts&Sciences économiques et sociales;Formations des écoles nationales vétérinaires;1;0.0;0
Arts&Sciences de la vie et de la terre;Licence Géographie;21;18.0;3
Arts&Sciences de la vie et de la terre;Licence Informatique;20;7.0;5
Arts&Sciences de la vie et de la terre;Licence Philosophie, Epistémologie;23;14.0;1
Arts&Sciences de la vie et de la terre;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
Arts&Sciences de la vie et de la terre;Licence Pluri Sciences;13;5.0;2
Arts&Sciences de la vie et de la terre;Licence Pluri Sciences économiques - Gestion;14;5.0;2
Arts&Sciences de la vie et de la terre;Licence Sciences de gestion;7;5.0;2
Arts&Sciences de la vie et de la terre;Licence Sciences de l'information et de la communication;32;12.0;3
Arts&Sciences de la vie et de la terre;Licence Sciences de l'univers, de la terre, de l'espace;53;15.0;6
Arts&Sciences de la vie et de la terre;BTS agricole;41;25.0;19
Arts&Sciences de la vie et de la terre;CPGE ECG;3;3.0;1
Arts&Sciences de la vie et de la terre;Ecoles d'Ingénieurs;3;1.0;1
Arts&Sciences de la vie et de la terre;Ecoles de Commerce;9;4.0;3
Arts&Sciences de la vie et de la terre;DCG;1;0.0;0
Arts&Sciences de la vie et de la terre;Ensemble des candidats bacheliers;816;765.0;626
Arts&Sciences de l'ingénieur;Licence Histoire;4;3.0;1
Arts&Sciences de l'ingénieur;Licence LEA;2;1.0;0
Arts&Sciences de l'ingénieur;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
Arts&Sciences de l'ingénieur;Licence Pluri Langues;0;0.0;0
Arts&Sciences de l'ingénieur;Licence Pluri Sciences;0;0.0;0
Arts&Sciences de l'ingénieur;Licence Pluri Sciences humaines et sociales;0;0.0;0
Arts&Sciences de l'ingénieur;Licence Sciences de l'univers, de la terre, de l'espace;0;0.0;0
Arts&Sciences de l'ingénieur;Licence Sciences et technologies industrielles;0;0.0;0
Arts&Sciences de l'ingénieur;BUT Service;3;1.0;0
Arts&Sciences de l'ingénieur;BTS production;10;5.0;2
Arts&Sciences de l'ingénieur;D.E social;0;0.0;0
Arts&Sciences de l'ingénieur;D.E sanitaire;1;0.0;0
Arts&Sciences de l'ingénieur;Sciences Po;1;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Electronique, Génie électrique, EEA;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Histoire;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Informatique;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Mathématiques;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Psychlogie, Sciences cognitives;2;1.0;1
Biologie-Ecologie&Humanités, Littérature et Philosophie;Licence Sciences économiques;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;BUT Service;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;CPGE ECG;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;CPGE L;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Ecoles de Commerce;0;0.0;0
Biologie-Ecologie&Humanités, Littérature et Philosophie;Ensemble des candidats bacheliers;2;2.0;2
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;1;1.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Arts;3;1.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Formation générale aux métiers de l'ingénieur;1;1.0;1
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Génie civil;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Informatique;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence LEA;3;2.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Mathématiques;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Physique;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Pluri Lettres - Langues - Sciences humaines;3;2.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Psychlogie, Sciences cognitives;2;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Licence Sciences juridiques;4;3.0;2
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;CPGE ECG;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;D.E social;0;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;D.E sanitaire;1;1.0;1
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Autres formations;1;0.0;0
Biologie-Ecologie&Histoire,Géographie, Géopolitique, Sciences politiques;Sciences Po;1;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Arts;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Chimie;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Mathématiques et informatique;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Langues;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence STAPS;1;1.0;1
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences de gestion;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences de la vie, biologie, santé;1;1.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences juridiques;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sociologie, Démographie;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;BUT Production;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;BTS production;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;D.E social;0;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;D.E sanitaire;1;0.0;0
Biologie-Ecologie&Langues, Littératures et Cultures Etrangères et Régionales;Autres formations;0;0.0;0
Biologie-Ecologie&Mathématiques;Licence Arts;13;6.0;2
Biologie-Ecologie&Mathématiques;Licence Pluri Langues;1;0.0;0
Biologie-Ecologie&Mathématiques;Licence Sciences de gestion;10;3.0;1
Biologie-Ecologie&Mathématiques;Licence Sciences de la vie, biologie, santé;179;82.0;30
Biologie-Ecologie&Mathématiques;Licence Sciences du langage - Linguistique;8;4.0;0
Biologie-Ecologie&Mathématiques;Licence Sciences et technologies industrielles;11;6.0;1
Biologie-Ecologie&Mathématiques;Licence Sociologie, Démographie;18;15.0;1
Biologie-Ecologie&Mathématiques;Ecoles de Commerce;8;8.0;5
Biologie-Ecologie&Mathématiques;Formations d'ART;19;2.0;1
Biologie-Ecologie&Mathématiques;Autres formations;48;15.0;6
Biologie-Ecologie&Mathématiques;DEUST;12;6.0;3
Biologie-Ecologie&Physique-Chimie;Licence Archéologie, Ethno, Préhistoire, Anthropologie;3;2.0;0
Biologie-Ecologie&Physique-Chimie;Licence Génie civil;1;1.0;1
Biologie-Ecologie&Physique-Chimie;Licence Géographie;22;16.0;2
Biologie-Ecologie&Physique-Chimie;Licence Informatique;67;4.0;0
Biologie-Ecologie&Physique-Chimie;Licence LEA;42;35.0;7
Biologie-Ecologie&Physique-Chimie;Licence Pluri Lettres - Langues - Sciences humaines;8;4.0;1
Biologie-Ecologie&Physique-Chimie;Licence Pluri Sciences humaines et sociales;4;4.0;0
Biologie-Ecologie&Physique-Chimie;Licence Psychlogie, Sciences cognitives;148;99.0;36
Biologie-Ecologie&Physique-Chimie;Licence STAPS;225;117.0;48
Biologie-Ecologie&Physique-Chimie;Licence Sciences de gestion;12;1.0;0
