Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
Biologie-Ecologie&Physique-Chimie;Licence Sciences du langage - Linguistique;11;7.0;0
Biologie-Ecologie&Physique-Chimie;Licence Sciences juridiques;89;65.0;25
Biologie-Ecologie&Physique-Chimie;CPGE S;220;82.0;48
Biologie-Ecologie&Physique-Chimie;Ecoles d'Ingénieurs;158;100.0;72
Biologie-Ecologie&Physique-Chimie;Sciences Po;9;0.0;0
Biologie-Ecologie&Physique-Chimie;Formations des écoles nationales vétérinaires;151;7.0;7
Biologie-Ecologie&Sciences économiques et sociales;Licence Arts;1;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Formation générale aux métiers de l'ingénieur;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Physique et chimie;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Sciences de gestion;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Licence Sciences religieuses;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;PASS;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;BTS agricole;1;1.0;1
Biologie-Ecologie&Sciences économiques et sociales;CPGE ECG;0;0.0;0
Biologie-Ecologie&Sciences économiques et sociales;Autres formations;2;2.0;1
Biologie-Ecologie&Sciences économiques et sociales;CUPGE;0;0.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Arts;35;26.0;10
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Histoire;111;88.0;32
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Mathématiques;5;1.0;1
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Psychlogie, Sciences cognitives;45;21.0;9
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Sciences de l'information et de la communication;11;4.0;1
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Sciences de l'univers, de la terre, de l'espace;2;0.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Sciences de la vie, biologie, santé;5;1.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Sciences du langage - Linguistique;21;16.0;2
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Sciences juridiques;71;39.0;23
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Licence Sciences religieuses;1;1.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;PASS;8;1.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;BUT Service;19;7.0;3
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Ecoles de Commerce;2;1.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Formations d'ART;13;3.0;3
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;DCG;4;3.0;0
Humanités, Littérature et Philosophie&Littératures, langues et culture de l'antiquité;Sciences Po;4;1.0;1
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence AES;268;131.0;39
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Archéologie, Ethno, Préhistoire, Anthropologie;131;74.0;9
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Electronique, Génie électrique, EEA;0;0.0;0
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Langues et littératures étrangères;4866;4196.0;1950
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Mathématiques et informatique;0;0.0;0
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Physique;4;1.0;1
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Physique et chimie;1;1.0;0
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Lettres - Langues - Sciences humaines;825;522.0;93
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences de l'éducation;789;367.0;150
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences du langage - Linguistique;713;503.0;115
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;PASS;104;12.0;5
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;BUT Service;1150;274.0;133
Humanités, Littérature et Philosophie&Langues, Littératures et Cultures Etrangères et Régionales;Autres formations;607;233.0;85
Humanités, Littérature et Philosophie&Mathématiques;Licence Archéologie, Ethno, Préhistoire, Anthropologie;19;10.0;0
Humanités, Littérature et Philosophie&Mathématiques;Licence Formation générale aux métiers de l'ingénieur;7;0.0;0
Humanités, Littérature et Philosophie&Mathématiques;Licence Géographie;26;16.0;7
Humanités, Littérature et Philosophie&Mathématiques;Licence Informatique;23;15.0;5
Humanités, Littérature et Philosophie&Mathématiques;Licence Langues et littératures françaises;310;261.0;68
Humanités, Littérature et Philosophie&Mathématiques;Licence Pluri Lettres - Sciences du langage - Arts;56;39.0;6
Humanités, Littérature et Philosophie&Mathématiques;Licence Pluri Sciences humaines et sociales;5;2.0;1
Humanités, Littérature et Philosophie&Mathématiques;Licence Sciences de l'information et de la communication;59;39.0;9
Humanités, Littérature et Philosophie&Mathématiques;Licence Sciences de l'éducation;111;70.0;28
Humanités, Littérature et Philosophie&Mathématiques;Licence Sociologie, Démographie;118;85.0;9
Humanités, Littérature et Philosophie&Mathématiques;PASS;43;17.0;5
Humanités, Littérature et Philosophie&Mathématiques;BTS production;13;4.0;2
Humanités, Littérature et Philosophie&Mathématiques;CPGE S;38;8.0;2
Humanités, Littérature et Philosophie&Mathématiques;CUPGE;10;4.0;0
Humanités, Littérature et Philosophie&Mathématiques;Sciences Po;104;13.0;11
Humanités, Littérature et Philosophie&Mathématiques;Formations des écoles nationales vétérinaires;2;0.0;0
Humanités, Littérature et Philosophie&Mathématiques;Ensemble des candidats bacheliers;973;942.0;879
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence AES;1;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Génie civil;0;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Langues et littératures étrangères;13;11.0;4
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Pluri Langues;0;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Pluri Sciences;0;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Sciences de gestion;2;1.0;1
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Sciences de l'éducation;9;4.0;2
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Licence Sciences de la vie, biologie, santé;0;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;PASS;2;1.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;BTS production;15;2.0;1
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;CPGE ECG;0;0.0;0
Humanités, Littérature et Philosophie&Numérique et Sciences Informatiques;Formations d'ART;23;6.0;5
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Archéologie, Ethno, Préhistoire, Anthropologie;3;2.0;0
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Arts;31;26.0;17
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Informatique;6;1.0;1
Humanités, Littérature et Philosophie&Physique-Chimie;Licence LEA;15;11.0;4
Humanités, Littérature et Philosophie&Physique-Chimie;Licence MASS;3;1.0;1
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Philosophie, Epistémologie;28;20.0;5
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Physique;8;1.0;0
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Pluri Droit - Sciences éco - AES;0;0.0;0
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Sciences de l'information et de la communication;6;4.0;1
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Sciences et technologies industrielles;6;2.0;1
Humanités, Littérature et Philosophie&Physique-Chimie;Licence Las;105;15.0;7
Humanités, Littérature et Philosophie&Physique-Chimie;PASS;20;7.0;4
Humanités, Littérature et Philosophie&Physique-Chimie;BTS agricole;6;3.0;0
Humanités, Littérature et Philosophie&Physique-Chimie;Ecoles d'Ingénieurs;5;1.0;1
Humanités, Littérature et Philosophie&Physique-Chimie;Ecoles de Commerce;4;3.0;2
Humanités, Littérature et Philosophie&Physique-Chimie;D.E sanitaire;16;6.0;4
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Informatique;16;5.0;3
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Pluri Droit - Sciences éco - AES;11;1.0;1
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Pluri Sciences économiques - Gestion;713;429.0;80
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence STAPS;274;99.0;59
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Sciences de la vie, biologie, santé;43;8.0;0
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Licence Sciences juridiques;2536;2036.0;1291
Humanités, Littérature et Philosophie&Sciences économiques et sociales;BTS service;1760;852.0;348
Humanités, Littérature et Philosophie&Sciences économiques et sociales;CPGE S;28;2.0;1
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Ecoles de Commerce;218;128.0;95
Humanités, Littérature et Philosophie&Sciences économiques et sociales;D.E social;321;98.0;85
Humanités, Littérature et Philosophie&Sciences économiques et sociales;D.E sanitaire;328;78.0;50
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Formations d'ART;361;82.0;41
Humanités, Littérature et Philosophie&Sciences économiques et sociales;CUPGE;15;8.0;1
Humanités, Littérature et Philosophie&Sciences économiques et sociales;Formations des écoles nationales vétérinaires;3;0.0;0
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Licence Chimie;64;16.0;5
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Licence Informatique;39;5.0;0
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Licence Physique et chimie;31;1.0;0
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Licence Pluri Lettres - Langues - Sciences humaines;128;72.0;9
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Licence Sciences de l'univers, de la terre, de l'espace;94;22.0;3
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Ecoles d'Ingénieurs;18;5.0;4
Humanités, Littérature et Philosophie&Sciences de la vie et de la terre;Ensemble des candidats bacheliers;2184;2118.0;1932
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Physique et chimie;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Pluri Lettres - Langues - Sciences humaines;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Pluri Sciences humaines et sociales;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Sciences de l'univers, de la terre, de l'espace;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Sciences et technologies industrielles;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Licence Sciences économiques;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;BUT Production;1;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;CPGE S;1;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Ecoles d'Ingénieurs;1;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;D.E social;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;DEUST;0;0.0;0
Humanités, Littérature et Philosophie&Sciences de l'ingénieur;Sciences Po;1;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Chimie;16;3.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Formation générale aux métiers de l'ingénieur;7;2.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence LEA;779;564.0;156
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Mathématiques;19;3.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence STAPS;445;177.0;92
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Licence Sciences de gestion;92;24.0;11
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;BUT Production;193;22.0;7
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Histoire;68;61.0;23
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Informatique;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence LEA;7;5.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Mécanique, Génie mécanique, Ingénierie mécanique;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Philosophie, Epistémologie;6;2.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Pluri Langues;1;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Pluri Sciences économiques - Gestion;2;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Sciences de l'éducation;10;5.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Sciences religieuses;1;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Sciences économiques;2;1.0;1
